NAME,POSITION,HEIGHT,FOOT,AGE,RATING,NATION
Kjell Scherpen,Goalkeeper,204,Both,22,82,Netherlands
Arijanet Murić,Goalkeeper,198,Right,23,82,Kosovo
Matija Šarkić,Goalkeeper,192,Right,24,82,Montenegro
Rúnar Alex Rúnarsson,Goalkeeper,185,Right,27,82,
Jason Steele,Goalkeeper,190,Right,31,82,England
Simon Adingra,Midfield,175,Right,20,81,Ivory Coast
Nicholas Ioannou,Defence,184,Right,26,81,Cyprus
Cameron Archer,Attack,175,Both,20,80,England
Rodrigo Muniz,Attack,185,Right,21,80,Brazil
Leonardo Campana,Attack,180,Left,21,80,Ecuador
Charly Musonda,Attack,173,Right,25,80,Belgium
Sang-Bin Jeong,Attack,175,Right,20,80,Korea Republic
Chagas Kayky,Attack,173,Left,19,80,Brazil
Daniel Arzani,Attack,175,Right,23,80,Australia
Tahith Chong,Attack,185,Both,22,80,Curaçao
Tommy Doyle,Midfield,177,Right,20,80,England
Gavin Kilkenny,Midfield,194,Right,22,80,Ireland
Mateusz Bogusz,Midfield,175,Right,20,80,Poland
Matty Longstaff,Midfield,171,Right,22,80,England
Calvin Ramsay,Defence,182,Right,18,80,Scotland
Niels Nkounkou,Defence,184,Left,21,80,France
Nathan Patterson,Defence,183,Right,20,80,Scotland
Ethan Laird,Defence,177,Right,20,80,England
Ryan Giles,Defence,176,Left,22,80,England
Ahmed Elmohamady,Midfield,182,Right,34,80,Egypt
Nathan Ferguson,Defence,180,Right,21,80,England
Toti Gomes,Defence,187,Left,23,80,Portugal
Ki-Jana Hoever,Defence,182,Right,20,80,Netherlands
Anderson Arroyo,Defence,176,Right,22,80,Colombia
Julian Jeanvier,Defence,183,Right,30,80,Guinea
Yerson Mosquera,Defence,188,Right,21,80,Colombia
Di'shon Bernard,Defence,185,Right,21,80,England
Jarrad Branthwaite,Defence,195,Right,20,80,England
Nahuel Ferraresi,Defence,187,Right,23,80,Venezuela
Charlie Goode,Defence,196,Right,26,80,England
Gavin Bazunu,Goalkeeper,189,Right,20,80,Ireland
Jed Steer,Goalkeeper,183,Right,29,80,England
Agosto Fabri,Goalkeeper,185,Right,34,80,Spain
Scott Carson,Goalkeeper,190,Right,36,80,England
Connor Ronan,Midfield,173,Right,24,79,Ireland
Dion Sanderson,Defence,188,Right,22,79,England
Folarin Balogun,Attack,177,Right,21,78,England
Pablo Moreno,Attack,178,Right,20,78,Spain
Reda Khadra,Attack,176,Right,21,78,Germany
Nathan Broadhead,Attack,178,Both,24,78,Wales
Ellis Simms,Attack,191,Right,21,78,England
Troy Parrott,Attack,185,Right,20,78,Ireland
George Hirst,Attack,191,Right,23,78,England
Hannibal Mejbri,Midfield,182,Right,19,78,Tunisia
Jaden Philogene-Bidace,Midfield,174,Left,20,78,England
Cole Palmer,Midfield,189,Left,20,78,England
Alex Mighten,Attack,171,Left,20,78,United States
Amad Diallo,Attack,174,Left,20,78,Guinea
Ian Poveda,Attack,167,Left,22,78,England
Thomas Agyepong,Attack,168,Right,25,78,Ghana
Xande Silva,Attack,177,Right,25,78,Portugal
Joel Valencia,Attack,165,Right,27,78,Ecuador
Will Smallbone,Midfield,173,Right,22,78,Ireland
Bruno Jordão,Midfield,180,Right,23,78,Portugal
Harry Arter,Midfield,176,Left,32,78,Ireland
Carney Chukwuemeka,Midfield,185,Right,18,78,England
Braian Ojeda,Midfield,172,Right,22,78,Paraguay
Cody Drameh,Defence,175,Right,20,78,England
Dujon Sterling,Defence,180,Right,22,78,England
Gaëtan Bong,Defence,183,Left,34,78,Cameroon
Steven Sessègnon,Defence,174,Both,22,78,England
Carl Jenkinson,Defence,185,Right,30,78,England
James Hill,Defence,185,Right,20,78,England
Gonçalo Cardoso,Defence,189,Left,21,78,Portugal
Kristoffer Klaesson,Goalkeeper,189,Left,21,78,Norway
Mateusz Lis,Goalkeeper,193,Right,25,78,Poland
Eldin Jakupović,Goalkeeper,191,Right,37,78,Switzerland
David Martin,Goalkeeper,188,Right,36,78,Paraguay
Andy Lonergan,Goalkeeper,191,Left,38,78,England
Theo Corbeanu,Attack,190,Right,20,77,Canada
Lewis Fiorini,Midfield,178,Right,20,77,Scotland
Conor Coventry,Midfield,177,Right,22,77,Ireland
Dominic Thompson,Defence,180,Left,21,77,England
Leif Davis,Defence,177,Left,22,77,England
James Trafford,Goalkeeper,185,Right,19,77,England
Jamie Cumming,Goalkeeper,186,Right,22,77,England
Nathan Baxter,Goalkeeper,193,Right,23,77,England
Mark Gillespie,Goalkeeper,191,Right,30,77,England
Luke Plange,Attack,178,Left,19,76,England
Sam Greenwood,Attack,180,Right,20,76,England
Liam Delap,Attack,186,Right,19,76,England
Jeremy Sarmiento,Midfield,175,Right,20,76,Ecuador
Rodrigo Vilca,Midfield,170,Right,23,76,Peru
Alencar Marquinhos,Attack,175,Left,19,76,Brazil
Crysencio Summerville,Attack,174,Right,20,76,Netherlands
Morgan Rogers,Attack,185,Right,19,76,England
Callum Wright,Midfield,182,Right,22,76,England
Mads Bidstrup,Midfield,178,Right,21,76,Denmark
Jay Spearing,Midfield,168,Right,33,76,England
Marlon Fossey,Defence,179,Right,23,76,United States
Juan Castillo,Defence,177,Left,22,76,Netherlands
Luke Matheson,Defence,170,Right,19,76,England
Callum Doyle,Defence,185,Left,18,76,England
Harry Clarke,Defence,180,Right,21,76,England
Charlie Cresswell,Defence,183,Right,19,76,England
Teden Mengi,Defence,186,Right,20,76,England
Loïc Mbe Soh,Defence,185,Right,21,76,France
Kelland Watts,Defence,187,Left,22,76,England
Nathan Trott,Goalkeeper,183,Left,23,76,England
Alfie Whiteman,Goalkeeper,185,Right,23,76,England
Jordan Smith,Goalkeeper,183,Right,27,76,Costa Rica
Remi Matthews,Goalkeeper,190,Right,28,76,England
Killian Phillips,Attack,175,Right,20,75,Ireland
Dan N'Lundulu,Attack,185,Right,23,75,England
Tyreece John-Jules,Attack,183,Right,21,75,England
Tino Anjorin,Midfield,186,Right,20,75,England
Darío Sarmiento,Attack,171,Left,19,75,Argentina
Taylor Richards,Midfield,180,Left,21,75,England
Tyler Morton,Midfield,176,Right,19,75,England
Finn Azaz,Midfield,185,Right,21,75,England
Matt Smith,Midfield,176,Right,21,75,England
Ethan Galbraith,Midfield,179,Right,21,75,Northern Ireland
Iker Pozo,Midfield,173,Right,21,75,Spain
Claudio Gomes,Midfield,180,Right,21,75,France
Brooke Norton-Cuffy,Defence,181,Right,18,75,England
Jake Vokins,Defence,180,Left,22,75,England
Lewis Gibson,Defence,185,Left,21,75,England
Vitezslav Jaros,Goalkeeper,187,Right,20,75,Czech Republic
João Virgínia,Goalkeeper,191,Right,22,75,Portugal
Nathan Bishop,Goalkeeper,187,Right,22,75,England
Ellery Balcombe,Goalkeeper,191,Right,22,75,England
Sonny Perkins,Attack,178,Left,18,73,England
Louie Barry,Attack,180,Right,19,73,England
Nikolaj Möller,Attack,194,Right,19,73,Sweden
Dane Scarlett,Attack,182,Right,18,73,England
Kion Etete,Attack,196,Right,20,73,England
Harvey Vale,Midfield,180,Left,18,73,England
Marcelo Flores,Midfield,163,Right,18,73,Mexico
James Mcatee,Attack,187,Right,19,73,England
Luke Cundle,Midfield,170,Right,20,73,England
Nya Kirby,Midfield,174,Right,22,73,England
Alejandro Garnacho,Attack,180,Right,18,73,Argentina
Jesurun Rak-Sakyi,Attack,178,Left,19,73,England
Shola Shoretire,Attack,171,Right,18,73,England
Sylvester Jasper,Midfield,180,Right,20,73,Bulgaria
Scott Banks,Midfield,175,Left,20,73,Scotland
Indiana Vassilev,Attack,175,Right,21,73,United States
Mésaque Djú,Attack,178,Both,23,73,Portugal
Charlie Patino,Midfield,182,Left,18,73,England
Lewis Bate,Midfield,168,Left,19,73,England
Elliot Anderson,Midfield,179,Both,19,73,Scotland
George Mceachran,Midfield,172,Left,21,73,England
Tim Iroegbunam,Midfield,175,Right,19,73,England
Diego Rosa,Midfield,185,Right,19,73,Mexico
Alfie Mccalmont,Midfield,167,Right,22,73,Northern Ireland
Teddy Jenks,Midfield,180,Right,20,73,England
Tyrese Francois,Midfield,170,Left,21,73,Australia
Roméo Lavia,Defence,181,Right,18,73,Belgium
Tyrese Fornah,Midfield,188,Right,22,73,England
Harvey White,Defence,181,Left,20,73,England
Conor Bradley,Defence,181,Right,19,73,Northern Ireland
Kaine Kesler,Defence,175,Right,19,73,England
Kluiverth Aguilar,Defence,180,Right,19,73,Peru
Adam Lewis,Defence,175,Left,22,73,England
Fin Stevens,Defence,178,Right,19,73,Wales
Leo Fuhr Hjelde,Defence,188,Left,18,73,
Kayne Ramsay,Defence,178,Right,21,73,England
Nigel Lonwijk,Defence,183,Right,19,73,Netherlands
Jake O'Brien,Defence,189,Right,21,73,Ireland
Jamal Baptiste,Defence,182,Right,18,73,England
Yeboah Amankwah,Defence,190,Right,21,73,Ghana
Billy Koumetio,Defence,195,Left,19,73,France
Zeno Ibsen Rossi,Defence,182,Right,21,73,
Omar Rekik,Defence,183,Right,20,73,Tunisia
Haydon Roberts,Defence,182,Left,20,73,England
Aji Alese,Defence,187,Right,21,73,England
Luka Racic,Defence,187,Right,23,73,Denmark
Karl Hein,Goalkeeper,193,Right,20,73,Estonia
Viljami Sinisalo,Goalkeeper,196,Right,20,73,Finland
Brandon Austin,Goalkeeper,188,Right,23,73,England
Matej Kovář,Goalkeeper,196,Right,22,73,Czech Republic
Abdoulaye Diallo,Goalkeeper,189,Right,30,73,Senegal
Aaron Pressley,Attack,189,Right,20,72,Scotland
Jensen Weir,Midfield,178,Right,20,72,England
Henry Lawrence,Defence,177,Right,20,72,England
Xavier Mbuyamba,Defence,195,Right,20,72,Netherlands
Billy Crellin,Goalkeeper,185,Right,22,71,England
Evan Ferguson,Attack,183,Both,17,70,Ireland
Josh Eppiah,Attack,175,Right,23,70,Belgium
Kun Temenuzhkov,Attack,165,Right,22,70,Bulgaria
Jude Soonsup-Bell,Attack,185,Both,18,70,England
Lewis Dobbin,Attack,175,Right,19,70,England
Paul Glatzel,Attack,168,Left,21,70,Germany
Mika Biereth,Attack,187,Right,19,70,Denmark
Mason Burstow,Attack,187,Right,18,70,England
Charlie Mcneill,Attack,184,Both,18,70,England
Mipo Odubeko,Attack,182,Right,19,70,Ireland
Caleb Chukwuemeka,Attack,182,Right,20,70,England
Kieron Bowie,Attack,183,Right,19,70,Scotland
Jay Stansfield,Attack,182,Right,19,70,England
Joe White,Midfield,186,Left,19,70,England
Andy Moran,Midfield,177,Right,18,70,Ireland
Alfie Devine,Midfield,178,Right,17,70,England
Thanawat Suengchitthawon,Midfield,166,Left,22,70,Thailand
Taylor Perry,Midfield,178,Right,21,70,England
Malcolm Ebiowei,Attack,185,Left,18,70,England
Samuel Edozie,Attack,181,Right,19,70,England
J'neil Bennett,Attack,178,Right,20,70,England
Carlos Borges,Midfield,169,Right,18,70,Portugal
Mateusz Musialowski,Midfield,172,Right,18,70,Poland
Kaide Gordon,Midfield,175,Left,17,70,England
Tyreik Wright,Attack,175,Right,20,70,Ireland
Lachlan Brook,Midfield,178,Left,21,70,Australia
Will Ferry,Midfield,175,Left,21,70,Ireland
Darko Gyabi,Midfield,196,Right,18,70,England
Dan Chesters,Midfield,177,Right,20,70,England
Lucas de Bolle,Midfield,179,Right,19,70,Scotland
Zidane Iqbal,Midfield,180,Right,19,70,Iraq
Marc Leonard,Midfield,167,Right,20,70,Brazil
Miguel Azeez,Midfield,175,Right,19,70,England
Jake Cain,Midfield,178,Right,20,70,England
Luke Dreher,Midfield,184,Right,23,70,England
Lewis Warrington,Midfield,182,Right,19,70,England
Patrick Kelly,Attack,183,Right,17,70,Northern Ireland
Tyler Onyango,Midfield,196,Right,19,70,England
Salah Oulad M'Hand,Midfield,177,Right,18,70,Netherlands
Myles Peart-Harris,Midfield,187,Right,19,70,England
Khanya Leshabela,Midfield,175,Right,22,70,South Africa
Xavier Simons,Midfield,185,Right,19,70,England
Charlie Savage,Midfield,182,Right,19,70,Wales
Joe Hodge,Midfield,167,Right,19,70,Ireland
Caleb Watts,Midfield,175,Right,20,70,Australia
Imam Jagne,Midfield,182,Right,18,70,Sweden
Leighton Clarkson,Midfield,178,Right,20,70,England
Dylan Williams,Defence,177,Left,18,70,England
Owen Beck,Defence,178,Left,19,70,Wales
Josh Wilson-Esbrand,Defence,176,Left,19,70,England
Val Adedokun,Defence,170,Left,19,70,Ireland
Matthew Bondswell,Defence,187,Left,20,70,England
Marcel Lavinier,Defence,185,Right,21,70,Portugal
Mazeed Ogungbo,Defence,187,Left,19,70,Ireland
Odel Offiah,Defence,187,Right,19,70,England
Harrison Ashby,Defence,180,Right,20,70,Scotland
Alex Murphy,Defence,183,Left,18,70,Ireland
Zach Awe,Defence,184,Right,18,70,England
Sil Swinkels,Defence,190,Left,18,70,Netherlands
Finley Burns,Defence,185,Right,19,70,England
Luke Mbete,Defence,185,Left,18,70,England
Will Fish,Defence,185,Right,19,70,England
Maksim Paskotši,Defence,180,Right,19,70,Estonia
Lars Dendoncker,Defence,188,Right,21,70,Belgium
Malachi Fagan-Walcott,Defence,185,Right,20,70,England
Dominic Revan,Defence,180,Right,21,70,England
Olly Lancashire,Defence,186,Right,33,70,England
Carl Rushworth,Goalkeeper,188,Right,21,70,England
Arthur Okonkwo,Goalkeeper,195,Right,20,70,England
Marcelo Pitaluga,Goalkeeper,193,Right,19,70,Brazil
Luca Ashby-Hammond,Goalkeeper,184,Right,21,70,England
Andreas Sondergaard,Goalkeeper,189,Right,21,70,Denmark
Ben Knight,Attack,175,Left,20,68,England
Jamie Bowden,Midfield,183,Right,21,68,Ireland
Álvaro Fernández,Defence,188,Left,19,68,Spain
Reece Welch,Defence,197,Right,18,68,England
Tom Mcgill,Goalkeeper,187,Right,22,68,England
Oakley Cannonier,Attack,170,Right,18,67,England
Jake Scrimshaw,Attack,176,Right,21,67,England
Jean-Pierre Tiéhi,Attack,178,Right,20,67,France
Joe Hugill,Attack,188,Right,18,67,England
Dale Taylor,Attack,185,Right,18,67,Northern Ireland
Brad Young,Attack,184,Right,19,67,England
Layton Stewart,Attack,180,Right,19,67,England
Timmy Abraham,Attack,185,Right,21,67,England
Kasey Mcateer,Midfield,177,Right,20,67,England
James Balagizi,Midfield,189,Right,18,67,England
Omari Hutchinson,Midfield,174,Left,18,67,Jamaica
Jacob Montes,Midfield,180,Right,23,67,United States
Nile John,Midfield,176,Right,19,67,England
Zhenyu He,Midfield,187,Right,21,67,China
Alex Gilbert,Midfield,183,Right,20,67,Ireland
Amari Miller,Midfield,177,Right,19,67,England
Layton Ndukwu,Attack,178,Right,23,67,England
Catalin Cirjan,Midfield,174,Right,19,67,Romania
Lewis Hall,Defence,178,Left,17,67,England
James Olayinka,Defence,175,Right,21,67,England
Paris Maghoma,Midfield,180,Right,21,67,England
Marc Jurado,Defence,178,Right,18,67,Spain
Ben Chrisene,Defence,183,Left,18,67,England
Lewis Richards,Defence,182,Left,20,67,England
Ed Turns,Defence,173,Left,19,67,Wales
Christian Marques,Defence,187,Right,19,67,Portugal
Dynel Simeu,Defence,183,Right,20,67,England
Ben Nelson,Defence,183,Right,18,67,Scotland
Žan Luk Leban,Goalkeeper,188,Right,19,67,
Ondřej Mastný,Goalkeeper,185,Right,20,67,Czech Republic
Cieran Slicker,Goalkeeper,191,Right,19,67,Scotland
Joseph Anang,Goalkeeper,190,Right,22,67,England
Taye Ashby-Hammond,Goalkeeper,190,Right,23,67,England
George Wickens,Goalkeeper,183,Right,20,67,England
Dan Langley,Goalkeeper,201,Right,21,67,England
Ruben Shakpoke,Attack,175,Right,18,65,England
George Lewis,Attack,180,Left,22,65,Norway
Charlie Allen,Attack,175,Right,18,65,England
Bryan Fiabema,Attack,179,Right,19,65,Norway
Gustav Mogensen,Attack,190,Right,21,65,Denmark
Dewain Sewell,Attack,178,Right,18,65,England
Max Woltman,Attack,181,Right,18,65,England
Thierry Nevers,Attack,168,Right,20,65,England
Mateo Fernández,Attack,181,Right,18,65,Spain
Lorent Tolaj,Attack,184,Left,20,65,Switzerland
Terry Ablade,Attack,181,Right,20,65,Finland
D J Campton-Sturridge,Attack,176,Right,20,65,
Khayon Edwards,Attack,180,Right,18,65,England
Robert Street,Attack,186,Right,20,65,England
Christian Saydee,Attack,181,Right,20,65,England
Will Swan,Attack,178,Right,21,65,England
Zak Emmerson,Attack,180,Right,17,65,England
Kahrel Reddin,Midfield,171,Right,18,65,England
Tommi O'Reilly,Midfield,170,Left,18,65,England
Daniel Gore,Midfield,170,Right,17,65,England
Micah Hamilton,Attack,163,Left,18,65,England
Charles Sagoe Junior,Midfield,170,Right,17,65,England
Archie Gray,Midfield,183,Right,16,65,England
Sion Spence,Midfield,180,Right,21,65,Wales
Max Haygarth,Midfield,175,Left,20,65,England
Sean Mcgurk,Midfield,170,Right,19,65,England
Chisom Afoka,Midfield,185,Right,18,65,England
Declan Frith,Midfield,175,Left,20,65,England
Ben Doak,Midfield,173,Right,16,65,Scotland
Tristan Abldeen-Goodridge,Attack,166,Left,19,65,England
Remy Coddington,Midfield,179,Left,18,65,Bermuda
Oscar Bobb,Attack,162,Left,19,65,Norway
Noam Emeran,Attack,179,Left,19,65,France
Joel Ideho,Midfield,175,Right,18,65,Netherlands
Harvey Blair,Attack,175,Right,18,65,England
Stuart Mckinstry,Midfield,179,Right,19,65,Scotland
Nathan Young-Coombes,Attack,176,Right,19,65,England
Kazeem Olaigbe,Midfield,181,Right,19,65,Belgium
Armstrong Oko-Flex,Attack,180,Right,20,65,Ireland
Ajani Burchall,Attack,175,Right,17,65,Bermuda
Jack Bearne,Attack,175,Left,20,65,England
Luis Longstaff,Attack,179,Both,21,65,England
Kyrie Pierre,Midfield,170,Right,17,65,England
Rio Kyerematen,Midfield,174,Right,17,65,England
Isak Hansen-Aaröen,Midfield,173,Right,17,65,Norway
Melkamu Frauendorf,Midfield,181,Right,18,65,Germany
Matteo Ritaccio,Midfield,181,Right,20,65,United States
Elijah Dixon-Bonner,Midfield,180,Right,21,65,England
Jack Spong,Midfield,178,Right,20,65,England
Arjan Raikhy,Midfield,178,Right,19,65,England
Alex Robertson,Midfield,178,Right,19,65,England
Yago Santiago,Midfield,178,Right,19,65,Spain
Tom Hill,Defence,178,Right,19,65,England
Taylor-Jay Hart,Defence,179,Right,18,65,England
Caolan Mcbride,Defence,179,Right,19,65,Northern Ireland
Hayden Lindley,Midfield,182,Right,19,65,England
Shea Charles,Defence,179,Right,18,65,Northern Ireland
Lamare Bogarde,Defence,183,Right,18,65,Netherlands
Pierre Ekwah,Defence,189,Left,20,65,France
Ryan Alebiosu,Defence,181,Right,20,65,England
Juan Larios,Defence,173,Left,18,65,Spain
Charlie Wellens,Defence,175,Right,19,65,England
Thierry Small,Defence,180,Left,17,65,England
Brooklyn Genesini,Defence,173,Right,20,65,England
Sam Packham,Defence,180,Both,20,65,England
Kwaku Oduroh,Defence,178,Right,19,65,Ghana
Jude Russell,Defence,173,Right,20,65,England
Patrick Zito,Defence,184,Right,19,65,Cameroon
Josh Brooking,Defence,185,Right,19,65,England
Björn Hardley,Defence,189,Left,19,65,Netherlands
Jarell Quansah,Defence,197,Right,19,65,England
Sebastian Revan,Defence,181,Left,19,65,England
Charlie Wiggett,Defence,173,Left,19,65,England
Remi Savage,Defence,182,Left,20,65,England
Daniel Oyegoke,Defence,178,Right,19,65,England
Myles Sohna,Defence,180,Right,20,65,England
Paul Appiah,Defence,191,Right,19,65,Ghana
Charlie Mcarthur,Defence,188,Right,17,65,Scotland
Sam Mcclelland,Defence,191,Right,20,65,Northern Ireland
Alex Kirk,Defence,175,Right,19,65,England
Nico Jones,Defence,191,Left,20,65,Ireland
Jonathan Dinzeyi,Defence,195,Right,22,65,England
Mungo Bridge,Defence,187,Left,21,65,England
Josh Feeney,Defence,193,Right,17,65,England
Kerr Smith,Defence,183,Right,17,65,Scotland
Bayli Spencer-Adams,Defence,186,Right,21,65,Guyana
Oliwier Zych,Goalkeeper,193,Right,18,65,Poland
Filip Marschall,Goalkeeper,195,Right,19,65,Poland
Mikki van Sas,Goalkeeper,180,Right,18,65,Netherlands
Dermot Mee,Goalkeeper,183,Right,19,65,Northern Ireland
Ovie Ejeheri,Goalkeeper,183,Right,19,65,England
Lucas Bergström,Goalkeeper,205,Right,19,65,Finland
Ákos Onódi,Goalkeeper,194,Right,20,65,Hungary
Matthew Cox,Goalkeeper,183,Right,19,65,England
Josh Keeley,Goalkeeper,185,Right,19,65,Ireland
George Shelvey,Goalkeeper,188,Right,21,65,England
Louie Moulden,Goalkeeper,188,Right,20,65,England
Chituru Odunze,Goalkeeper,201,Right,19,65,United States
Jack Bycroft,Goalkeeper,183,Right,20,65,England
Joshua Oluwayemi,Goalkeeper,183,Right,21,65,Nigeria
Teddy Sharman-Lowe,Goalkeeper,189,Right,19,65,England
Will Dennis,Goalkeeper,186,Right,22,65,England
Jamie Pardington,Goalkeeper,195,Right,21,65,England
Nathan Moriah-Welsh,Midfield,180,Right,20,63,Guyana
James Norris,Defence,175,Left,19,63,England
Cameron Ferguson,Attack,183,Left,19,60,England
Jayden Wareham,Attack,180,Right,19,60,England
Jack Patterson,Midfield,165,Right,16,60,Northern Ireland
Charlie Sayers,Defence,175,Left,18,60,England
Dylan Graham,Goalkeeper,165,Right,17,60,Northern Ireland
Tom Smith,Goalkeeper,189,Right,20,60,England
Ben Winterbottom,Goalkeeper,188,Right,20,60,England
Karim Benzema,Attack,187,Both,34,96,France
Toni Kroos,Midfield,182,Both,32,94,Germany
Luka Modrić,Midfield,174,Both,36,94,Croatia
Carlos Casemiro,Midfield,184,Right,30,94,Brazil
David Alaba,Defence,180,Left,30,94,Austria
Jan Oblak,Goalkeeper,189,Right,29,94,Slovenia
Thibaut Courtois,Goalkeeper,200,Left,30,94,Belgium
Vinícius Júnior,Attack,176,Right,22,93,Brazil
Frenkie de Jong,Defence,181,Right,25,93,Netherlands
